v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,p_bpm,p_rmssd,p_sdnn,p_lfhf,p_rrv,b_delta,b_theta,b_lalpha,b_halpha,b_lbeta,b_hbeta,b_lgamma,b_mgamma,b_att,b_med,b_poor,ts
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.22105,27.22872,40.84308,1.5,0.77587974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854460.43501
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.922134,26.178932,39.2684,1.5,0.8235422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854461.4358287
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.74098,26.407988,39.61198,1.5,0.78194743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854462.4234862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71891,27.522072,41.283108,1.5,0.7713292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854463.409153
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.19437,26.815235,40.222855,1.5,0.8786932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854464.4074826
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.95843,25.744225,38.616337,1.5,0.8425936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854465.4106572
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.37251,25.096447,37.64467,1.5,0.8591814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854466.4130845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0351,24.711521,37.06728,1.5,0.88695735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854467.415424
0.74355274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.46434,25.092932,37.639397,1.5,0.83055073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854468.4080238
0.74355274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.36893,25.008116,37.512173,1.5,0.8753086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854469.4166992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3247,24.155447,36.23317,1.5,0.831355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854470.4272532
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.921776,24.855713,37.28357,1.5,0.78507245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854471.4320636
0.7446633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.3235,25.573418,38.360126,1.5,0.8022425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854472.4286876
0.7446633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.8691,26.691196,40.036793,1.5,0.91893506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854473.4479809
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.03504,25.67224,38.508358,1.5,0.90509653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854474.4273179
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.348816,25.923384,38.885075,1.5,0.91514325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854475.423435
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4685,26.411938,39.617905,1.5,0.88744736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854478.4641047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.392975,33.179565,49.769352,1.5,0.88684416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854505.0862596
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.22486,32.538857,48.80828,1.5,0.8958123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854506.090863
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44952,32.118458,48.17769,1.5,0.8225345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854507.0865328
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.00848,31.74747,47.621204,1.5,0.79368055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854508.0838287
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41226,32.812943,49.219418,1.5,0.7990981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854509.082404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.69664,32.851326,49.27699,1.5,0.7982329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854510.0807014
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.82247,33.353996,50.030994,1.5,0.7827562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854511.0880728
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.71012,32.23323,48.349846,1.5,0.7776275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854512.0827515
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.154884,31.58015,47.370228,1.5,0.90106505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854513.0795288
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41578,30.52999,45.794983,1.5,0.8310117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854514.0946763
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79767,31.194456,46.791683,1.5,0.8799276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854515.0925968
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.989975,30.048553,45.07283,1.5,0.84833056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854516.088907
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.48581,29.210024,43.815037,1.5,0.9171647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854517.0884688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.52578,29.48623,44.229347,1.5,0.891867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854518.0869796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.93596,28.52028,42.780422,1.5,0.8596778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854519.0842762
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.435196,27.732134,41.5982,1.5,0.8462263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854521.0223894
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.82056,32.05756,48.08634,1.5,0.80284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854883.4049416
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.22899,32.44744,48.671158,1.5,0.8484718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854884.3708231
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.70716,33.279613,49.919422,1.5,0.9102348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854885.3643801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.90907,32.88631,49.329464,1.5,0.9269843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854886.3628516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.31733,32.862316,49.293476,1.5,0.8128828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854887.360762
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.62202,32.64303,48.96454,1.5,0.8533764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854888.3611283
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.48317,31.514284,47.271427,1.5,0.92730564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854889.3695898
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.48317,31.514284,47.271427,1.5,0.92730564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778854890.8441098
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.07878,31.941414,47.91212,1.5,0.923962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855409.4746199
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.78129,31.238842,46.85826,1.5,0.84881413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855410.4729798
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.41152,30.232351,45.34853,1.5,0.8585945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855411.471089
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.90538,31.12835,46.692524,1.5,0.82731867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855412.4731405
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.39312,30.509281,45.76392,1.5,0.8566462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855413.4747548
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.98239,30.50847,45.762707,1.5,0.856709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855414.4759238
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.92561,29.498438,44.247658,1.5,0.78137285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855415.4768133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.26642,28.656485,42.984726,1.5,0.92164123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855416.4729316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.44783,29.344038,44.016056,1.5,0.90657604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855417.4767625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.8697,28.353184,42.529778,1.5,0.7836621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855418.4746158
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.74932,28.779985,43.16998,1.5,0.83593917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855419.4734683
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.54468,28.857105,43.285656,1.5,0.87315655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855420.4842181
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4046,27.720125,41.580185,1.5,0.8772448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855421.4813097
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13237,26.812246,40.21837,1.5,0.78637695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855422.47792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.622,27.39458,41.09187,1.5,0.87775904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855423.476573
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.70108,28.43308,42.649624,1.5,0.84076554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855424.4730232
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.99541,28.041885,42.062828,1.5,0.86892176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855425.4797974
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.83709,28.56042,42.84063,1.5,0.92119074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855426.4821758
0.74377316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71983,27.446548,41.169823,1.5,0.882401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855427.5027044
0.74372256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.34065,26.742075,40.113113,1.5,0.77925646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855428.545866
0.74372256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.368835,25.999084,38.998627,1.5,0.83836144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855429.49505
0.7437007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.81988,26.848574,40.272858,1.5,0.8648202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855430.4893742
0.7437007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.71349,25.99259,38.988884,1.5,0.8644724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855431.5103278
0.74373233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.30729,25.896824,38.845234,1.5,0.89175546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855432.5118203
0.74373233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.7859,25.703167,38.55475,1.5,0.8413647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855433.5171435
0.74364805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.82764,24.85548,37.28322,1.5,0.77119905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855434.5353844
0.74364805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.31321,26.03194,39.047913,1.5,0.8677003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855435.4981256
0.74360484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.10381,26.319155,39.47873,1.5,0.8608719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855436.5377407
0.74360484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.11741,25.438517,38.157776,1.5,0.7943098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855437.573326
0.7444221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.774826,24.599403,36.899105,1.5,0.7973215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855438.8710878
0.7444221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.23493,24.982542,37.473812,1.5,0.77395415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855439.5794008
0.7442999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.49568,24.115202,36.172802,1.5,0.89136714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855440.7331274
0.7442999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.11415,23.048954,34.573433,1.5,0.7912835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855441.8775623
0.7442607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.11415,23.048954,34.573433,1.5,0.7912835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855444.0006566
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.84841,31.565756,47.348633,1.5,0.8701903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855620.4673047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.72048,31.688662,47.532993,1.5,0.88723654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855621.4628444
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.20398,31.1617,46.74255,1.5,0.8236072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855622.4576283
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.15195,32.102703,48.154057,1.5,0.9003815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855623.455664
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.53237,31.046,46.569,1.5,0.91900814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855624.4702241
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.835655,29.985138,44.977707,1.5,0.8883988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855625.4701445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88231,30.86753,46.301296,1.5,0.8092885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855626.4713635
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88231,30.86753,46.301296,1.5,0.8092885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778855627.9811485
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.61837,31.489525,47.234287,1.5,0.88258934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856039.3351908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.47481,31.78246,47.67369,1.5,0.8811614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856040.2985303
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.98266,31.062943,46.594414,1.5,0.84368306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856041.301122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.12556,31.811016,47.716526,1.5,0.91537136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856042.3022785
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.61048,32.007004,48.0105,1.5,0.9073121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856043.3060973
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.19174,31.08114,46.62171,1.5,0.79565185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856044.3016906
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.04445,32.07133,48.106995,1.5,0.7972668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856045.3041804
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.62682,32.620544,48.93082,1.5,0.8903464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856046.2990193
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.18807,31.98794,47.981907,1.5,0.8077611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856047.2997365
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.76956,32.00299,48.004486,1.5,0.92940676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856048.3130867
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.77245,32.349586,48.52438,1.5,0.77124244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856049.3044293
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.52318,31.597322,47.39598,1.5,0.79705304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856050.3021505
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1168,31.891314,47.83697,1.5,0.8716755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856051.3153965
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.36635,31.03059,46.545887,1.5,0.8433882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856052.3271825
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.03561,31.748877,47.623314,1.5,0.92211735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856053.3185945
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.6524,30.948181,46.42227,1.5,0.8882424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856054.2997596
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.37839,30.15581,45.23371,1.5,0.7965817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856055.2999382
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.74503,29.557852,44.336777,1.5,0.84735227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856056.3014748
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.31,29.430122,44.145184,1.5,0.83828056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856057.4057508
0.74338794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25354,30.260021,45.39003,1.5,0.8125485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856058.3455243
0.7436103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.46389,30.726658,46.089985,1.5,0.7738222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856059.3882022
0.7436103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7289,31.904236,47.856354,1.5,0.7797913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856062.6218693
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.99735,31.181347,46.77202,1.5,0.802313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856449.892537
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.10644,30.560083,45.840126,1.5,0.84843373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856450.8648367
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.70463,29.959566,44.93935,1.5,0.8302394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856451.8641708
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.67502,29.666475,44.499714,1.5,0.87593955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856452.8662515
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.91398,28.81311,43.219666,1.5,0.8156228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856453.8656483
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.805145,29.366453,44.049683,1.5,0.83871144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856454.8606808
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.66034,30.333576,45.500366,1.5,0.8981174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856455.860456
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.18265,30.735832,46.10375,1.5,0.78471285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856456.8744721
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.30063,30.793242,46.18986,1.5,0.9166937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856457.8728673
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.95625,30.035507,45.05326,1.5,0.91904837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856458.8692908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.59214,30.683762,46.025642,1.5,0.9138291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856459.8747194
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.08431,31.624989,47.437485,1.5,0.927213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856460.864363
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.34615,30.808235,46.212353,1.5,0.84353536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856461.8625968
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.344536,31.383055,47.074585,1.5,0.86536354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856462.8719084
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.77684,31.485584,47.22838,1.5,0.8441363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856463.877395
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.836464,30.339924,45.509888,1.5,0.8390848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778856464.8700335
